id,movie_id,genre_id
1128,0025409,11
1129,0025409,12
1130,0025413,2
1131,0025413,4
1132,0025424,5
1133,0025424,6
1134,0025424,4
1135,0025424,11
1136,0025424,12
1137,0025452,9
1138,0025452,18
1139,0025452,19
1140,0025456,1
1141,0025461,11
1142,0025461,12
1143,0025464,9
1144,0025464,11
1145,0025464,12
1146,0025492,4
1147,0025492,11
1148,0025494,4
1149,0025586,11
1150,0025586,12
1151,0025590,4
1152,0025591,2
1153,0025591,4
1154,0025592,2
1155,0025610,11
1156,0025610,12
1157,0025641,20
1158,0025641,2
1159,0025641,4
1160,0025746,11
1161,0025746,13
1162,0025746,12
1163,0025747,11
1164,0025747,13
1165,0025747,12
1166,0025759,6
1167,0025759,7
1168,0025759,4
1169,0025803,4
1170,0025803,12
1171,0025862,5
1172,0025862,6
1173,0025873,4
1174,0025873,2
1175,0025878,4
1176,0025878,9
1177,0025878,18
1178,0025905,4
1179,0025905,22
1180,0025905,18
1181,0025913,1
1182,0025913,13
1183,0025913,15
1184,0025919,4
1185,0025919,12
1186,0025929,11
1187,0025948,17
1188,0025948,10
1189,0026029,18
1190,0026029,19
1191,0026040,11
1192,0026123,9
1193,0026123,3
1194,0026132,4
1195,0026138,11
1196,0026138,3
1197,0026138,8
1198,0026174,5
1199,0026174,6
1200,0026202,22
1201,0026221,5
1202,0026221,6
1203,0026221,17
1204,0026246,9
1205,0026246,11
1206,0026252,14
1207,0026252,22
1208,0026252,12
1209,0026258,4
1210,0026261,11
1211,0026266,6
1212,0026266,11
1213,0026266,12
1214,0026276,4
1215,0026276,11
1216,0026276,12
1217,0026312,6
1218,0026312,14
1219,0026362,2
1220,0026362,4
1221,0026394,2
1222,0026394,4
1223,0026406,4
1224,0026406,7
1225,0026406,3
1226,0026406,12
1227,0026465,4
1228,0026465,21
1229,0026529,9
1230,0026529,11
1231,0026549,4
1232,0026614,10
1233,0026663,3
1234,0026663,12
1235,0026663,8
1236,0026685,3
1237,0026685,18
1238,0026714,4
1239,0026714,7
1240,0026714,12
1241,0026721,4
1242,0026721,12
1243,0026743,9
1244,0026743,11
1245,0026752,6
1246,0026752,17
1247,0026752,11
1248,0026752,13
1249,0026752,12
1250,0026756,5
1251,0026756,6
1252,0026756,9
1253,0026756,18
1254,0026756,12
1255,0026768,11
1256,0026768,22
1257,0026768,12
1258,0026778,4
1259,0026778,21
1260,0026778,22
1261,0026866,11
1262,0026866,7
1263,0026866,12
1264,0026868,18
1265,0026868,19
1266,0026912,9
1267,0026912,3
1268,0026921,4
1269,0026921,18
1270,0026966,6
1271,0026966,11
1272,0026966,21
1273,0026971,9
1274,0026971,18
1275,0026971,19
1276,0026983,6
1277,0026983,7
1278,0026983,12
1279,0026983,8
1280,0027075,11
1281,0027075,13
1282,0027075,12
1283,0027089,4
1284,0027089,2
1285,0027090,4
1286,0027113,4
1287,0027113,2
1288,0027113,14
1289,0027125,4
1290,0027125,22
1291,0027125,12
1292,0027131,11
1293,0027131,8
1294,0027133,4
1295,0027133,12
1296,0027194,11
1297,0027194,7
1298,0027194,3
1299,0027214,4
1300,0027214,9
1301,0027214,11
1302,0027258,4
1303,0027258,9
1304,0027258,11
1305,0027286,11
1306,0027286,12
1307,0027286,4
1308,0027302,4
1309,0027302,22
1310,0027307,4
1311,0027307,11
1312,0027311,11
1313,0027311,4
1314,0027311,12
1315,0027327,4
1316,0027331,4
1317,0027331,11
1318,0027331,12
1319,0027336,9
1320,0027336,11
1321,0027336,12
1322,0027342,11
1323,0027347,11
1324,0027347,22
1325,0027367,9
1326,0027367,11
1327,0027367,23
1328,0027376,4
1329,0027376,22
1330,0027387,22
1331,0027387,4
1332,0027407,9
1333,0027407,11
1334,0027407,23
1335,0027438,5
1336,0027438,6
1337,0027438,12
1338,0027438,15
1339,0027442,4
1340,0027442,9
1341,0027442,3
1342,0027462,11
1343,0027462,12
1344,0027462,16
1345,0027478,4
1346,0027478,9
1347,0027478,11
1348,0027481,9
1349,0027481,11
1350,0027481,19
1351,0027515,4
1352,0027515,9
1353,0027515,12
1354,0027521,11
1355,0027521,3
1356,0027521,8
1357,0027532,11
1358,0027532,12
1359,0027545,11
1360,0027545,7
1361,0027545,3
1362,0027630,4
1363,0027630,22
1364,0027630,12
1365,0027652,9
1366,0027652,11
1367,0027652,23
1368,0027652,19
1369,0027657,6
1370,0027657,11
1371,0027657,12
1372,0027664,6
1373,0027664,9
1374,0027664,23
1375,0027686,4
1376,0027686,22
1377,0027686,12
1378,0027698,17
1379,0027698,11
1380,0027698,22
1381,0027698,12
1382,0027714,4
1383,0027714,2
1384,0027752,11
1385,0027765,6
1386,0027765,9
1387,0027796,11
1388,0027796,12
1389,0027800,3
1390,0027800,8
1391,0027800,19
1392,0027859,4
1393,0027869,6
1394,0027869,11
1395,0027869,13
1396,0027869,15
1397,0027869,10
1398,0027876,10
1399,0027884,4
1400,0027884,12
1401,0027893,11
1402,0027893,14
1403,0027948,17
1404,0027948,11
1405,0027948,13
1406,0027948,12
1407,0027959,11
1408,0027959,12
1409,0027977,4
1410,0027977,11
1411,0027977,14
1412,0027977,12
1413,0027996,4
1414,0027996,11
1415,0027996,12
1416,0028004,9
1417,0028004,18
1418,0028010,4
1419,0028010,11
1420,0028010,12
1421,0028021,11
1422,0028030,2
1423,0028030,1
1424,0028074,9
1425,0028074,11
1426,0028096,11
1427,0028096,23
1428,0028096,12
1429,0028096,19
1430,0028118,6
1431,0028118,4
1432,0028118,14
1433,0028118,22
1434,0028118,12
1435,0028119,20
1436,0028119,2
1437,0028119,6
1438,0028119,4
1439,0028119,14
1440,0028119,7
1441,0028119,22
1442,0028141,17
1443,0028141,11
1444,0028141,13
1445,0028167,17
1446,0028167,11
1447,0028201,4
1448,0028203,11
1449,0028203,12
1450,0028212,19
1451,0028231,18
1452,0028231,19
1453,0028232,5
1454,0028232,6
1455,0028232,12
1456,0028241,9
1457,0028241,3
1458,0028241,8
1459,0028275,2
1460,0028275,4
1461,0028275,16
1462,0028333,4
1463,0028333,22
1464,0028333,12
1465,0028346,9
1466,0028346,11
1467,0028358,11
1468,0028358,8
1469,0028358,15
1470,0028436,11
1471,0028436,22
1472,0028436,12
1473,0028445,2
1474,0028445,4
1475,0028445,11
1476,0028445,12
1477,0028484,9
1478,0028484,11
1479,0028496,4
1480,0028509,4
1481,0028557,4
1482,0028557,11
1483,0028597,4
1484,0028597,12
1485,0028663,11
1486,0028663,12
1487,0028670,6
1488,0028670,18
1489,0028683,11
1490,0028683,12
1491,0028691,6
1492,0028691,11
1493,0028691,14
1494,0028697,4
1495,0028697,2
1496,0028772,4
1497,0028772,22
1498,0028772,16
1499,0028944,11
1500,0028944,12
1501,0028945,4
1502,0028950,11
1503,0028950,15
1504,0028988,11
1505,0028988,14
1506,0028988,22
1507,0029080,9
1508,0029080,11
1509,0029080,12
1510,0029080,16
1511,0029146,17
1512,0029146,11
1513,0029162,6
1514,0029162,11
1515,0029162,7
1516,0029162,18
1517,0029179,11
1518,0029192,4
1519,0029192,11
1520,0029192,12
1521,0029201,4
1522,0029201,7
1523,0029284,4
1524,0029284,12
1525,0029314,11
1526,0029322,4
1527,0029322,11
1528,0029322,12
1529,0029335,4
1530,0029442,6
1531,0029442,11
1532,0029442,12
1533,0029453,9
1534,0029453,11
1535,0029453,12
1536,0029499,11
1537,0029499,22
1538,0029539,11
1539,0029539,12
1540,0029546,4
1541,0029546,22
1542,0029546,12
1543,0029557,4
1544,0029557,11
1545,0029583,20
1546,0029583,14
1547,0029583,7
1548,0029583,22
1549,0029583,12
1550,0029594,1
1551,0029594,15
1552,0029604,4
1553,0029604,11
1554,0029606,11
1555,0029608,11
1556,0029608,12
1557,0029611,4
1558,0029611,12
1559,0029658,11
1560,0029658,23
1561,0029658,18
1562,0029671,9
1563,0029671,11
1564,0029671,19
1565,0029682,4
1566,0029682,7
1567,0029682,12
1568,0029725,22
1569,0029747,4
1570,0029747,14
1571,0029747,10
1572,0029772,11
1573,0029808,9
1574,0029808,11
1575,0029808,23
1576,0029811,9
1577,0029811,18
1578,0029811,12
1579,0029811,19
1580,0029843,5
1581,0029843,6
1582,0029843,12
1583,0029844,6
1584,0029844,11
1585,0029844,14
1586,0029850,5
1587,0029850,17
1588,0029850,11
1589,0029861,4
1590,0029861,11
1591,0029861,12
1592,0029864,9
1593,0029864,11
1594,0029870,9
1595,0029870,11
1596,0029870,23
1597,0029870,19
1598,0029892,10
1599,0029923,4
1600,0029923,15
1601,0029942,17
1602,0029942,11
1603,0029947,4
1604,0029947,14
1605,0029947,12
1606,0029957,9
1607,0029957,11
1608,0029957,23
1609,0029989,11
1610,0029992,11
1611,0029992,14
1612,0029992,7
1613,0030127,4
1614,0030127,11
1615,0030149,11
1616,0030149,21
1617,0030149,12
1618,0030174,11
1619,0030174,18
1620,0030231,4
1621,0030241,4
1622,0030241,12
1623,0030265,6
1624,0030265,13
1625,0030287,11
1626,0030287,12
1627,0030341,18
1628,0030341,19
1629,0030372,22
1630,0030413,11
1631,0030489,11
1632,0030489,15
1633,0030518,4
1634,0030522,1
1635,0030522,16
1636,0030523,1
1637,0030523,16
1638,0030569,4
1639,0030637,4
1640,0030637,11
1641,0030637,12
1642,0030643,9
1643,0030643,11
1644,0030643,12
1645,0030643,19
1646,0030657,4
1647,0030657,11
1648,0030657,14
1649,0030657,22
1650,0030714,10
1651,0030732,4
1652,0030744,11
1653,0030744,12
1654,0030744,15
1655,0030746,4
1656,0030754,11
1657,0030824,4
1658,0030824,22
1659,0030848,11
1660,0030848,12
1661,0030879,6
1662,0030879,4
1663,0030879,11
