id,cluster_id,user_id
344,1,61355
345,12,24316
346,5,41302
347,16,32031
348,12,1224
349,3,11099
350,12,41684
351,12,70132
352,12,23617
353,8,48954
354,1,60601
355,16,34902
356,8,5074
357,1,30725
358,3,6017
359,12,63914
360,1,9547
361,12,67394
362,16,58387
363,1,13739
364,18,21350
365,12,33268
366,1,65033
367,1,60893
368,1,21084
369,12,23252
370,6,10458
371,1,10951
372,1,49392
373,1,44447
374,1,42772
375,3,45754
376,1,35707
377,8,50799
378,8,21860
379,1,6492
380,1,19587
381,8,29627
382,8,50438
383,1,34307
384,3,54729
385,16,67087
386,1,12606
387,1,58419
388,7,21164
389,8,50092
390,16,12799
391,12,2359
392,12,59530
393,16,30800
394,8,60620
395,8,60085
396,1,11029
397,0,53119
398,3,66521
399,1,11276
400,3,13156
401,12,64241
402,1,45228
403,1,7190
404,1,7977
405,3,27385
406,12,51450
407,12,37270
408,16,65352
409,12,123
410,3,7871
411,2,59149
412,1,11557
413,12,6739
414,20,52681
415,12,10592
416,1,41918
417,2,64855
418,16,57010
419,16,22325
420,18,41980
421,3,64798
422,1,55164
423,3,9176
424,12,59333
425,1,56038
426,1,19067
427,8,14448
428,8,37609
429,8,39422
430,18,61176
431,16,46373
432,2,29264
433,3,17423
434,18,17315
435,3,59245
436,1,3669
437,3,17772
438,16,18396
439,1,65902
440,8,35009
441,18,16765
442,0,41352
443,1,10513
444,1,26872
445,1,1875
446,18,1943
447,8,2598
448,1,23152
449,4,48800
450,3,51058
451,1,31078
452,3,19734
453,6,63782
454,4,47575
455,1,44814
456,1,62971
457,12,59491
458,8,24275
459,16,35031
460,7,55180
461,8,1491
462,18,11085
463,1,2713
464,2,50729
465,1,39889
466,12,44276
467,8,26887
468,1,33876
469,16,4543
470,7,44459
471,16,31623
472,1,1430
473,16,52356
474,8,70916
475,7,31441
476,16,32992
477,1,7740
478,5,27598
479,1,20855
480,3,28860
481,16,24897
482,16,32605
483,12,27768
484,4,71301
485,1,8703
486,1,27630
487,4,1400
488,6,33708
489,12,37935
490,12,47765
491,1,61815
492,8,21474
493,16,8284
494,16,52268
495,3,12026
496,12,58724
497,16,68292
498,8,38397
499,8,53606
500,16,49413
501,1,55695
502,18,22063
503,12,58654
504,1,57741
505,1,24257
506,3,56742
507,3,22387
508,16,57551
509,12,69289
510,1,5820
511,8,49292
512,8,35098
513,12,57454
514,12,25162
515,16,11911
516,1,49530
517,16,34646
518,8,46929
519,1,68357
520,4,35002
521,1,71604
522,1,34104
523,12,37107
524,1,39874
525,1,60757
526,8,48012
527,3,10668
528,7,71253
529,16,16449
530,16,17448
531,18,38498
532,3,31585
533,12,26499
534,1,51027
535,0,29202
536,12,4680
537,8,10140
538,1,41435
539,16,57491
540,16,26289
541,12,14413
542,0,9790
543,12,22545
544,12,58547
545,1,25662
546,21,69894
547,12,14445
548,1,32362
549,8,4381
550,7,23306
551,8,38748
552,12,21053
553,12,48613
554,16,28933
555,8,59559
556,1,59916
557,21,65864
558,8,14193
559,8,21842
560,12,27844
561,1,48378
562,7,63935
563,4,41495
564,8,33361
565,1,6081
566,12,17456
567,4,66868
568,1,12036
569,12,19426
570,20,26706
571,1,56987
572,1,37530
573,8,33886
574,8,38640
575,1,68105
576,1,64748
577,16,37043
578,1,70901
579,4,44354
580,12,43719
581,4,42465
582,8,47562
583,1,67495
584,12,68042
585,1,42644
586,1,24935
587,16,16647
588,1,64665
589,1,53849
590,3,71418
591,16,55752
592,16,34587
593,8,15769
594,4,29425
595,8,23847
596,1,42301
597,8,46572
598,7,50908
599,1,61872
600,3,31656
601,21,58506
602,1,17478
603,8,17746
604,8,66515
605,7,52425
606,1,10983
607,12,55857
608,12,52509
609,16,46939
610,4,12792
611,5,63878
612,0,57222
613,3,36766
614,8,30068
615,16,30731
616,7,22327
617,1,59498
618,1,11653
619,21,25097
620,8,63293
621,7,14231
622,16,1483
623,4,5887
624,8,35100
625,3,68387
626,1,52300
627,12,24433
628,16,7586
629,0,52281
630,7,38501
631,8,52285
632,4,17024
633,12,30057
634,8,5635
635,8,49330
636,12,3130
637,1,46357
638,1,12322
639,4,33833
640,1,57253
641,8,67926
642,8,22837
643,8,4058
644,1,26446
645,0,11991
646,8,70856
647,1,61759
648,16,64265
649,16,1250
650,3,55545
651,1,595
652,7,50691
653,1,49984
654,1,12489
655,8,55999
656,18,34021
657,6,42506
658,12,31665
659,3,67257
660,8,15596
661,18,6980
662,16,16527
663,12,57359
664,8,38231
665,7,30517
666,16,47990
667,16,54726
668,8,27688
669,1,45455
670,4,37102
671,7,34645
672,4,13679
673,1,18440
674,16,52101
675,1,21196
676,16,67691
677,8,3793
678,12,16564
679,3,58352
680,1,2399
681,16,433
682,4,8518
683,1,23806
684,7,638
685,8,18860
686,8,31918
687,1,61214
688,1,15040
689,8,25838
690,8,31530
691,16,71694
692,12,215
693,7,4451
694,1,41891
695,7,34846
696,1,20953
697,8,19147
698,4,48764
699,6,71594
700,1,7173
701,1,36744
702,16,29794
703,8,47085
704,8,37679
705,8,46694
706,1,68422
707,4,26031
708,1,61271
709,8,24062
710,1,57600
711,1,44624
712,12,49298
713,1,10016
714,12,39471
715,1,19500
716,8,34153
717,9,40691
718,0,48587
719,1,15523
720,12,59627
721,0,38215
722,1,19166
723,7,64752
724,1,61832
725,16,56132
726,16,68931
727,3,65142
728,3,12813
729,12,2615
730,16,43356
731,3,361
732,1,48336
733,8,36618
734,3,49669
735,20,5505
736,7,6035
737,8,27056
738,8,47377
739,5,12746
740,8,49733
741,6,40632
742,4,14650
743,3,61141
744,3,65660
745,12,48568
746,16,25683
747,9,31414
748,14,42781
749,16,65624
750,16,70941
751,1,1005
752,16,41859
753,12,53812
754,1,22571
755,18,27273
756,7,14023
757,1,21732
758,18,52906
759,16,41829
760,16,59896
761,12,53592
762,12,31457
763,1,48693
764,8,56331
765,8,9710
766,12,25477
767,1,63638
768,8,52884
769,6,21430
770,16,1949
771,16,16352
772,8,68402
773,12,31818
774,16,43434
775,1,4006
776,16,2862
777,0,15706
778,12,24005
779,12,48227
780,12,30643
781,1,7278
782,16,68895
783,1,65945
784,8,7425
785,3,55711
786,6,33295
787,7,25582
788,18,70032
789,16,13074
790,8,26557
791,18,46574
792,16,251
793,1,6735
794,5,21178
795,8,59074
796,8,42412
797,21,63917
798,3,46564
799,8,64540
800,1,42102
801,12,34198
802,1,10319
803,8,21485
804,1,47828
805,8,35331
806,8,46106
807,8,299
808,3,34643
809,4,30303
810,5,49306
811,3,53695
812,0,32683
813,1,50946
814,8,28483
815,8,59623
816,1,47194
817,8,67647
818,4,6681
819,3,39803
820,4,24649
821,0,28671
822,8,50733
823,1,66502
824,12,10309
825,8,38921
826,1,8960
827,7,41151
828,3,46793
829,4,22417
830,8,38446
831,1,64583
832,16,13301
833,1,59555
834,6,3441
835,7,53908
836,8,17172
837,5,31448
838,1,62248
839,0,29637
840,3,25921
841,3,13277
842,8,15651
843,1,41840
844,1,62562
845,1,64480
846,12,29236
847,8,33230
848,16,38123
849,16,68859
850,7,37357
851,16,51964
852,4,9740
853,0,43377
854,3,48694
855,3,2616
856,3,8556
857,12,8372
858,1,40348
859,21,12603
860,4,29018
861,4,5214
862,12,23797
863,3,64769
864,4,10875
865,3,30801
866,0,42674
867,12,33454
868,8,63566
869,8,17899
870,3,30218
871,20,65798
872,1,29101
873,7,31217
874,0,67026
875,7,45579
876,8,14997
877,8,44573
878,16,12851
879,12,26808
880,4,11426
881,4,10046
882,0,8268
883,5,32067
884,3,49534
885,3,5049
886,16,70358
887,1,13028
888,8,59244
889,16,44258
890,18,21023
891,12,13992
892,8,14171
893,7,58374
894,5,7471
895,12,12270
896,12,9566
897,8,26605
898,16,15161
899,8,41395
900,3,45457
901,8,53855
902,0,13671
903,3,49256
904,1,48695
905,12,31996
906,12,11120
907,4,46391
908,3,18166
909,20,60439
910,3,70246
911,12,11077
912,12,8174
913,7,980
914,3,58621
915,8,11825
916,12,65775
917,0,44619
918,7,4149
919,8,66751
920,14,36519
921,7,67530
922,8,22345
923,3,35870
924,7,31332
925,16,42921
926,12,13062
927,16,56287
928,16,39351
929,1,28168
930,8,61407
931,8,30529
932,8,40498
933,16,70381
934,3,333
935,9,29376
936,8,61230
937,12,69726
938,1,37005
939,8,69657
940,1,62524
941,4,49845
942,0,13008
943,4,53383
944,4,50595
945,3,14659
946,8,3872
947,3,33682
948,12,24457
949,16,45731
950,8,65371
951,7,53751
952,16,51055
953,4,61696
954,8,59630
955,1,18537
956,3,41851
957,0,32245
958,16,41197
959,14,52538
960,12,4313
961,8,66493
962,14,63663
963,7,11754
964,1,36928
965,12,16882
966,7,24350
967,3,31107
968,6,14195
969,7,33098
970,12,58627
971,8,10630
972,18,63356
973,8,21852
974,8,42258
975,1,41157
976,8,51657
977,6,20851
978,12,29914
979,1,4728
980,12,28297
981,16,53339
982,16,35778
983,12,24039
984,18,62697
985,16,67904
986,12,18348
987,8,10004
988,18,24246
989,16,41380
990,6,29259
991,14,47726
992,12,20246
993,3,53446
994,5,26938
995,5,70344
996,6,63700
997,1,63370
998,7,10557
999,7,16969
1000,12,59862
1001,1,21966
1002,1,20866
1003,0,16312
1004,6,49090
1005,12,24109
1006,0,3494
1007,3,68612
1008,7,47297
1009,18,31896
1010,16,7263
1011,7,49879
1012,12,51857
1013,18,62189
1014,8,18194
1015,12,5804
1016,7,15000
1017,12,16566
1018,6,28105
1019,16,69859
1020,16,8590
1021,1,17363
1022,20,12848
1023,16,54239
1024,8,34744
1025,8,33931
1026,8,12613
1027,4,56313
1028,8,43212
1029,8,25698
1030,12,70824
1031,12,21415
1032,3,36705
1033,4,13610
1034,12,60512
1035,7,25050
1036,7,29133
1037,3,27217
1038,7,51158
1039,12,67225
1040,0,11758
1041,8,70667
1042,1,21568
1043,7,25850
1044,4,9188
1045,4,62093
1046,12,62913
1047,4,45500
1048,9,67844
1049,16,26963
1050,12,48885
1051,8,31204
1052,21,35895
1053,16,20512
1054,12,34873
1055,1,63628
1056,3,59706
1057,12,44745
1058,8,50223
1059,18,68947
1060,5,10501
1061,1,64394
1062,4,17669
1063,7,35850
1064,8,66843
1065,1,67017
1066,12,52781
1067,1,34851
1068,8,41604
1069,8,62714
1070,8,21496
1071,3,32666
1072,0,38930
1073,12,35147
1074,16,69752
1075,1,66111
1076,18,59006
1077,1,20119
1078,18,40580
1079,8,2825
1080,1,30443
1081,16,3070
1082,0,55393
1083,3,8540
1084,18,5672
1085,20,22166
1086,1,32345
1087,1,60004
1088,3,63460
1089,9,66090
1090,8,69226
1091,16,63918
1092,3,52845
1093,5,55082
1094,8,61387
1095,4,6706
1096,14,22216
1097,5,7731
1098,8,20655
1099,18,25884
1100,12,62722
1101,0,55575
1102,16,6956
1103,8,52363
1104,1,12919
1105,8,57889
1106,12,34275
1107,3,23717
1108,7,26813
1109,12,39507
1110,4,43241
1111,1,50820
1112,8,60955
1113,8,27933
1114,18,69543
1115,4,19935
1116,20,3215
1117,7,40052
1118,1,50769
1119,7,55809
1120,16,42901
1121,16,27379
1122,18,37418
1123,0,17417
1124,8,40494
1125,4,34637
1126,14,31648
1127,16,55208
1128,12,39528
1129,8,36545
1130,16,39053
1131,12,43637
1132,7,55843
1133,8,54114
1134,1,36894
1135,1,37217
1136,3,6261
1137,8,15276
1138,18,61070
1139,7,51787
1140,16,28623
1141,12,26933
1142,4,51507
1143,8,32949
1144,8,71686
1145,8,30546
1146,12,51655
1147,3,55107
1148,16,22092
1149,3,63622
1150,12,5693
1151,16,4431
1152,14,25899
1153,16,62574
1154,7,47840
1155,16,31167
1156,12,31295
1157,1,21832
1158,1,58841
1159,8,21037
1160,3,33548
1161,18,61421
1162,7,49529
1163,7,35936
1164,16,45209
1165,4,5945
1166,16,674
1167,21,36106
1168,6,12391
1169,4,18278
1170,6,34927
1171,4,9316
1172,7,22400
1173,12,5891
1174,3,28069
1175,12,19334
1176,20,38374
1177,0,29620
1178,16,44065
1179,7,718
1180,16,37122
1181,12,47992
1182,7,54249
1183,7,26433
1184,3,56640
1185,18,16916
1186,12,45483
1187,18,63656
1188,1,39759
1189,1,18956
1190,4,30953
1191,4,6453
1192,8,48298
1193,16,54013
1194,1,35122
1195,16,62997
1196,6,40171
1197,1,6698
1198,3,39096
1199,4,55195
1200,18,717
1201,18,39908
1202,18,34315
1203,14,43368
1204,12,25927
1205,3,11807
1206,1,11998
1207,16,56513
1208,14,23512
1209,8,22268
1210,8,9613
1211,0,16732
1212,12,31406
1213,18,38439
1214,1,48242
1215,5,29513
1216,7,46460
1217,16,49645
1218,11,28775
1219,4,27299
1220,0,17803
1221,0,49125
1222,16,56459
1223,8,22364
1224,16,26231
1225,16,2452
1226,8,62122
1227,16,43832
1228,4,43882
1229,12,45588
1230,5,34653
1231,6,5732
1232,7,9065
1233,1,4523
1234,12,52851
1235,3,46363
1236,16,68984
1237,4,50996
1238,0,36868
1239,0,38885
1240,7,57013
1241,3,25374
1242,4,43011
1243,8,25437
1244,7,61023
1245,12,43000
1246,7,22082
1247,12,67795
1248,7,56376
1249,5,56946
1250,1,44422
1251,1,65018
1252,18,54379
1253,8,29634
1254,1,61210
1255,16,65440
1256,18,13397
1257,3,53102
1258,16,36458
1259,4,62540
1260,5,57646
1261,3,66445
1262,7,19273
1263,7,11074
1264,12,65644
1265,6,66737
1266,6,41327
1267,18,68932
1268,4,21290
1269,12,26184
1270,3,37124
1271,1,20082
1272,4,48515
1273,0,19789
1274,3,63330
1275,16,18477
1276,8,2279
1277,7,14348
1278,8,18140
1279,1,67991
1280,12,64215
1281,18,46984
1282,18,2729
1283,16,36093
1284,18,39125
1285,16,48160
1286,16,66757
1287,4,39505
1288,4,3017
1289,16,26635
1290,12,34229
1291,18,35459
1292,12,24043
1293,4,16735
1294,3,13199
1295,18,69285
1296,12,44764
1297,4,11171
1298,3,40681
1299,16,45330
1300,18,71616
1301,14,24287
1302,5,31562
1303,12,41920
1304,8,7550
1305,16,5726
1306,4,36699
1307,4,30947
1308,8,29612
1309,16,11219
1310,16,10099
1311,14,19575
1312,21,12074
1313,1,70343
1314,0,21895
1315,1,60997
1316,5,31706
1317,16,44832
1318,16,24863
1319,21,42742
1320,16,54317
1321,12,57438
1322,18,66562
1323,0,11154
1324,8,51226
1325,0,59178
1326,16,51612
1327,7,14621
1328,21,42265
1329,4,32882
1330,8,22035
1331,4,5947
1332,8,59404
1333,16,36014
1334,12,49467
1335,7,60898
1336,16,50057
1337,5,11031
1338,3,17000
1339,4,55002
1340,16,1598
1341,21,52212
1342,7,71372
1343,16,29849
1344,0,14519
1345,8,6391
1346,8,41590
1347,8,20958
1348,16,53633
1349,12,15174
1350,18,59759
1351,16,38039
1352,0,15891
1353,3,59237
1354,0,45766
1355,4,10322
1356,16,24436
1357,12,35208
1358,16,39440
1359,7,38903
1360,3,55748
1361,16,17554
1362,6,11423
1363,4,19486
1364,16,63087
1365,4,49732
1366,14,43093
1367,4,46147
1368,4,7445
1369,8,48511
1370,7,17083
1371,3,34904
1372,11,4873
1373,3,3517
1374,6,51559
1375,8,59494
1376,7,38958
1377,4,10878
1378,6,4290
1379,8,32395
1380,16,52034
1381,16,13693
1382,7,61606
1383,8,30919
1384,16,69
1385,7,9117
1386,16,62115
1387,4,6237
1388,12,42616
1389,16,4652
1390,7,60780
1391,16,116
1392,18,15571
1393,0,29665
1394,12,71038
1395,6,36785
1396,18,61608
1397,16,68694
1398,7,31486
1399,16,42892
1400,16,2249
1401,16,28118
1402,5,18401
1403,7,33852
1404,3,65983
1405,8,67370
1406,12,65537
1407,16,27954
1408,16,47323
1409,12,15122
1410,16,38505
1411,16,54655
1412,3,3234
1413,6,55256
1414,3,26535
1415,16,9240
1416,4,20830
1417,20,22822
1418,21,18659
1419,8,37312
1420,4,69507
1421,4,32972
1422,1,42206
1423,5,71364
1424,16,12486
1425,4,65871
1426,0,5309
1427,12,33511
1428,3,31171
1429,9,39308
1430,3,49585
1431,16,63449
1432,4,60052
1433,12,30171
1434,16,5928
1435,7,39518
1436,12,22814
1437,7,57007
1438,16,51909
1439,8,64437
1440,12,52222
1441,4,14085
1442,8,33210
1443,6,27466
1444,16,66818
1445,3,12796
1446,12,71683
1447,18,53277
1448,16,39489
1449,1,21299
1450,3,58319
1451,20,64448
1452,18,12957
1453,4,64293
1454,4,28111
1455,8,55964
1456,4,57982
1457,4,62459
1458,18,52967
1459,7,59034
1460,3,48213
1461,21,49074
1462,16,62805
1463,1,43265
1464,3,52494
1465,7,25320
1466,16,70534
1467,3,49687
1468,12,29044
1469,18,47486
1470,1,45635
1471,21,32930
1472,5,22591
1473,1,21947
1474,12,53234
1475,16,6318
1476,6,64625
1477,7,46067
1478,16,658
1479,7,46303
1480,16,7720
1481,6,49951
1482,4,12607
1483,4,49969
1484,0,49922
1485,7,17595
1486,4,70577
1487,16,34041
1488,8,22113
1489,16,59568
1490,12,30337
1491,0,23434
1492,12,68200
1493,4,47111
1494,3,31033
1495,18,67776
1496,7,61203
1497,0,53360
1498,12,3794
1499,18,61962
1500,0,23873
1501,16,56527
1502,4,49957
1503,14,71358
1504,16,669
1505,16,29879
1506,4,56314
1507,1,70301
1508,8,14504
1509,16,44316
1510,0,71705
1511,7,19092
1512,6,69181
1513,4,60273
1514,0,17594
1515,0,31534
1516,8,65829
1517,6,52750
1518,16,55488
1519,4,63221
1520,4,20472
1521,21,71184
1522,16,27617
1523,7,31976
1524,7,49875
1525,0,19118
1526,6,15221
1527,0,40281
1528,0,52639
1529,4,34599
1530,18,56
1531,4,46149
1532,7,21286
1533,21,46889
1534,16,26720
1535,12,2946
1536,7,45553
1537,7,70261
1538,16,48303
1539,7,9877
1540,16,19998
1541,21,40282
1542,0,70904
1543,4,71620
1544,7,48416
1545,7,48359
1546,4,12761
1547,16,70650
1548,8,30436
1549,16,30348
1550,8,62308
1551,4,9235
1552,16,37253
1553,16,47417
1554,16,26768
1555,3,1908
1556,8,6389
1557,16,22879
1558,12,57188
1559,1,34026
1560,7,57175
1561,1,40548
1562,12,44981
1563,21,66185
1564,4,23723
1565,21,45923
1566,7,5742
1567,8,54857
1568,18,9674
1569,8,1176
1570,12,23786
1571,16,37954
1572,18,4453
1573,8,64282
1574,16,62171
1575,12,16282
1576,8,49888
1577,18,52622
1578,3,21125
1579,3,19263
1580,5,35282
1581,16,55960
1582,7,18995
1583,5,59004
1584,18,1849
1585,6,53264
1586,16,45771
1587,18,14335
1588,3,13078
1589,12,341
1590,8,51725
1591,5,5275
1592,7,54036
1593,18,71153
1594,7,11106
1595,5,25900
1596,16,33272
1597,18,21402
1598,6,14968
1599,16,54619
1600,7,8959
1601,12,26748
1602,8,43937
1603,4,21268
1604,12,14726
1605,12,29416
1606,4,19724
1607,5,70073
1608,12,64371
1609,18,47183
1610,3,33653
1611,8,12773
1612,4,20681
1613,16,52586
1614,16,10961
1615,18,43788
1616,0,11504
1617,7,13687
1618,6,51619
1619,4,3445
1620,16,36814
1621,12,31826
1622,4,37634
1623,5,1866
1624,7,45007
1625,7,24106
1626,3,45921
1627,5,17188
1628,4,18397
1629,8,17443
1630,3,26418
1631,4,42341
1632,4,26888
1633,5,13865
1634,14,26578
1635,18,38795
1636,16,71370
1637,7,69219
1638,16,36963
1639,7,20477
1640,4,59363
1641,6,46522
1642,12,40792
1643,7,24990
1644,0,44668
1645,5,31143
1646,5,26381
1647,16,30812
1648,8,59408
1649,12,68920
1650,11,67213
1651,4,24137
1652,12,847
1653,16,59983
1654,5,20545
1655,14,7028
1656,18,44215
1657,5,58512
1658,1,53647
1659,7,4909
1660,7,95
1661,4,24156
1662,0,17675
1663,7,34919
1664,7,18746
1665,4,46072
1666,1,27576
1667,8,18760
1668,7,13721
1669,16,27751
1670,21,43850
1671,5,39310
1672,4,18395
1673,6,50787
1674,4,69108
1675,16,68427
1676,21,25655
1677,6,25496
1678,16,35366
1679,18,29166
1680,7,17271
1681,6,40903
1682,18,61768
1683,7,59808
1684,8,45703
1685,7,61347
1686,18,4813
1687,12,50242
1688,6,12506
1689,7,68548
1690,1,6906
1691,0,28382
1692,6,43789
1693,20,47704
1694,8,46538
1695,18,69061
1696,12,4303
1697,7,69305
1698,14,14364
1699,3,1431
1700,18,42548
1701,6,745
1702,8,4324
1703,3,24178
1704,6,400003
1705,16,38065
1706,7,56187
1707,6,50416
1708,7,52577
1709,7,68158
1710,0,58480
1711,8,61498
1712,18,47485
1713,4,18323
1714,21,32546
1715,5,49991
1716,7,27479
1717,16,11336
1718,4,59236
1719,4,34455
1720,18,36443
1721,5,51817
1722,16,27493
1723,7,14369
1724,4,19707
1725,8,22981
1726,21,1918
1727,3,46875
1728,16,55594
1729,5,12172
1730,12,31852
1731,16,21188
1732,3,5917
1733,3,10390
1734,8,27250
1735,18,65341
1736,16,23139
1737,7,20600
1738,16,60492
1739,4,2226
1740,1,31134
1741,16,53211
1742,5,33718
1743,12,28974
1744,1,1466
1745,12,22671
1746,21,62603
1747,21,53708
1748,0,1169
1749,16,21613
1750,4,44984
1751,16,25879
1752,18,6436
1753,18,44857
1754,4,27070
1755,7,51509
1756,18,49354
1757,7,52369
1758,20,12295
1759,4,31923
1760,18,49463
1761,18,12411
1762,4,11960
1763,6,47767
1764,3,32382
1765,16,69828
1766,7,71702
1767,18,55883
1768,6,400001
1769,6,400002
1770,20,38190
1771,18,47564
1772,0,58169
1773,18,35243
1774,12,17084
1775,16,37450
1776,3,62166
1777,16,71365
1778,7,59334
1779,16,63667
1780,7,43920
1781,20,30978
1782,0,62453
1783,6,12880
1784,16,20373
1785,8,5398
1786,6,42302
1787,6,48918
1788,18,8817
1789,4,44330
1790,18,15235
1791,8,32282
1792,4,8801
1793,18,25409
1794,5,54129
1795,4,6439
1796,12,17343
1797,4,12245
1798,14,25965
1799,12,62499
1800,8,14971
1801,8,42592
1802,6,38914
1803,12,65866
1804,14,34449
1805,16,41577
1806,4,19023
1807,16,52614
1808,7,67956
1809,16,44968
1810,8,48557
1811,18,34689
1812,3,70384
1813,7,35703
1814,7,41563
1815,0,39012
1816,7,64455
1817,7,23844
1818,12,6924
1819,11,66162
1820,7,24042
1821,5,45901
1822,1,25592
1823,6,38879
1824,4,64938
1825,7,45865
1826,8,48412
1827,4,5104
1828,16,65946
1829,3,47067
1830,4,52977
1831,5,31420
1832,18,17221
1833,18,41502
1834,4,60946
1835,16,42969
1836,20,66375
1837,16,6156
1838,21,38618
1839,16,35045
1840,8,62768
1841,7,18171
1842,3,14383
1843,21,63983
1844,8,57855
1845,18,1139
1846,16,17514
1847,0,30237
1848,18,6889
1849,4,627
1850,7,57507
1851,16,26802
1852,7,24378
1853,4,49701
1854,12,12994
1855,7,42937
1856,5,70271
1857,14,8838
1858,3,53959
1859,5,51356
1860,6,2683
1861,18,2364
1862,9,1108
1863,4,38961
1864,11,48642
1865,6,49290
1866,8,19736
1867,16,52729
1868,0,8303
1869,7,7969
1870,0,29599
1871,5,20845
1872,9,9446
1873,7,65883
1874,18,5800
1875,4,35669
